,round,day,date,local_time,home_team,home_score,away_score,away_team,attendance,stadium,latitude,longitude,playoff,att_div_capacity,real_home_team,same_conf,rivals,temperature,rain,snow,cloudcover,windspeed,windgust,rain_sum,snow_sum,date_year,date_month,date_day,home_opener
2236,Regular Season,Sat,2023-09-30,19.5,12,1,1,23,19645,Allianz Field,44.95,-93.16,0,1.0126288659793814,1,1,0,81.7,0.0,0.0,56.0,9.7,23.0,18.1,0.0,2023,9,30,0
2237,Regular Season,Sat,2023-09-30,19.5,9,0,0,7,18175,Shell Energy Stadium,29.75,-95.35,0,0.8246744407641,1,1,1,90.1,0.0,0.0,14.0,15.2,31.7,0.0,0.0,2023,9,30,0
2238,Regular Season,Sat,2023-09-30,19.5,26,4,1,25,22423,Citypark,38.63,-90.21,0,0.9965777777777778,1,1,1,86.3,0.0,0.0,1.0,7.8,20.9,0.0,0.0,2023,9,30,0
2239,Regular Season,Sun,2023-10-01,17.0,11,0,1,22,22221,BMO Stadium,34.01,-118.28,0,1.0100454545454545,1,1,0,62.2,0.0,0.0,43.0,6.0,20.5,0.1,0.0,2023,10,1,0
2240,Regular Season,Wed,2023-10-04,19.5,14,1,1,9,13509,Stade Saputo,45.56,-73.55,0,0.688567205260207,1,0,0,79.3,0.0,0.0,0.0,7.6,18.0,0.0,0.0,2023,10,4,0
2241,Regular Season,Wed,2023-10-04,19.5,2,3,0,27,30080,Bank of America Stadium,33.23,-81.02,0,0.752,1,1,0,83.7,0.0,0.0,0.0,13.9,33.1,0.0,0.0,2023,10,4,0
2242,Regular Season,Wed,2023-10-04,19.5,4,1,2,18,25513,TQL Stadium,39.11,-84.52,0,0.9812692307692308,1,1,0,85.6,0.0,0.0,51.0,13.5,32.4,0.0,0.0,2023,10,4,0
2243,Regular Season,Wed,2023-10-04,19.5,20,3,2,0,18605,Subaru Park,39.83,-75.38,0,1.0056756756756755,1,1,0,81.2,0.0,0.0,2.0,6.6,19.1,0.0,0.0,2023,10,4,0
2244,Regular Season,Wed,2023-10-04,19.5,16,1,2,6,14144,Gillette Stadium,42.09,-71.26,0,0.7072,1,1,0,81.5,0.0,0.0,0.0,4.5,14.4,0.0,0.0,2023,10,4,0
2245,Regular Season,Wed,2023-10-04,19.5,3,4,1,13,62124,Soldier Field,41.86,-87.62,0,2.48944099378882,1,1,0,79.2,0.0,0.0,70.0,26.1,44.3,0.0,0.0,2023,10,4,0
2246,Regular Season,Wed,2023-10-04,19.5,24,2,1,10,30495,Lumen Field,47.6,-122.33,0,0.8084141880069986,1,1,0,60.0,0.0,0.0,65.0,1.4,9.7,0.0,0.0,2023,10,4,0
2247,Regular Season,Wed,2023-10-04,19.5,28,3,0,26,13776,BC Place Stadium,49.28,-123.11,0,0.6227848101265823,1,1,0,54.9,0.1,0.0,100.0,3.4,10.4,0.7,0.0,2023,10,4,0
2248,Regular Season,Wed,2023-10-04,19.5,15,0,1,19,25273,Geodis Park,36.13,-86.77,0,0.8424333333333334,1,1,0,85.1,0.0,0.0,41.0,12.3,30.6,0.0,0.0,2023,10,4,0
2249,Regular Season,Wed,2023-10-04,19.5,1,3,0,8,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,0,0,93.6,0.0,0.0,33.0,9.7,28.4,0.4,0.0,2023,10,4,0
2250,Regular Season,Wed,2023-10-04,19.5,11,5,1,12,22041,BMO Stadium,34.01,-118.28,0,1.0018636363636364,1,1,0,87.1,0.0,0.0,0.0,1.3,18.4,0.0,0.0,2023,10,4,0
2251,Regular Season,Sat,2023-10-07,19.5,14,4,1,21,17559,Stade Saputo,45.56,-73.55,0,0.8949997451450125,1,0,0,60.7,2.0,0.0,100.0,13.5,23.4,36.3,0.0,2023,10,7,0
2252,Regular Season,Sat,2023-10-07,19.5,8,2,0,17,19215,Audi Field,38.87,-77.01,0,0.96075,1,1,0,64.8,0.0,0.0,17.0,16.7,39.6,4.9,0.0,2023,10,7,0
2253,Regular Season,Sat,2023-10-07,19.5,18,3,0,27,24506,Red Bull Arena,40.74,-74.15,0,0.98024,1,1,0,62.8,0.3,0.0,100.0,24.7,48.2,15.7,0.0,2023,10,7,0
2254,Regular Season,Sat,2023-10-07,19.5,20,0,0,15,19387,Subaru Park,39.83,-75.38,0,1.047945945945946,1,1,0,61.6,0.2,0.0,67.0,14.5,31.0,6.1,0.0,2023,10,7,0
2255,Regular Season,Sat,2023-10-07,19.5,0,1,1,6,42684,Mercedes-Benz Stadium,33.75,-84.4,0,1.004329411764706,1,1,0,68.5,0.0,0.0,0.0,22.7,48.2,0.0,0.0,2023,10,7,0
2256,Regular Season,Sat,2023-10-07,19.5,19,3,2,16,24440,Exploria Stadium,28.54,-81.39,0,0.9584313725490196,1,1,0,84.2,0.0,0.0,26.0,8.7,23.0,0.2,0.0,2023,10,7,0
2257,Regular Season,Sat,2023-10-07,19.5,13,0,1,4,20344,DRV PNK Stadium,26.19,-80.16,0,0.9687619047619048,1,1,0,87.0,0.1,0.0,33.0,3.3,14.0,0.3,0.0,2023,10,7,0
2258,Regular Season,Sat,2023-10-07,19.5,1,2,4,11,20738,Q2 Stadium,30.39,-97.72,0,1.0,1,1,0,72.0,0.0,0.0,25.0,16.5,36.4,0.0,0.0,2023,10,7,0
2259,Regular Season,Sat,2023-10-07,19.5,12,5,2,10,19693,Allianz Field,44.95,-93.16,0,1.0151030927835052,1,1,0,51.2,0.0,0.0,100.0,11.6,27.0,0.1,0.0,2023,10,7,0
2260,Regular Season,Sat,2023-10-07,19.5,7,1,1,23,17474,Toyota Stadium,33.15,-96.84,0,0.852390243902439,1,1,0,67.3,0.0,0.0,0.0,11.3,26.6,0.0,0.0,2023,10,7,0
2261,Regular Season,Sat,2023-10-07,19.5,3,0,2,2,18308,Soldier Field,41.86,-87.62,0,0.7336405529953917,1,1,0,56.5,0.0,0.0,46.0,24.5,43.6,0.0,0.0,2023,10,7,0
2262,Regular Season,Sat,2023-10-07,19.5,22,2,3,25,21205,America First Field,40.58,-111.89,0,1.049077326473062,1,1,0,69.3,0.0,0.0,0.0,3.2,14.0,0.0,0.0,2023,10,7,0
2263,Regular Season,Sat,2023-10-07,19.5,9,5,1,5,16430,Shell Energy Stadium,29.75,-95.35,0,0.7454966196288397,1,1,0,73.5,0.0,0.0,29.0,17.7,35.3,0.0,0.0,2023,10,7,0
2264,Regular Season,Sat,2023-10-07,19.5,24,0,0,28,33666,Lumen Field,47.6,-122.33,0,0.8924765388897725,1,1,1,70.0,0.0,0.0,1.0,1.6,11.9,0.0,0.0,2023,10,7,0
2265,Regular Season,Sat,2023-10-14,19.5,15,3,2,16,27780,Geodis Park,36.13,-86.77,0,0.926,1,1,0,64.8,0.0,0.0,91.0,17.7,42.1,0.6,0.0,2023,10,14,0
2266,Regular Season,Sat,2023-10-14,19.5,7,1,1,5,16014,Toyota Stadium,33.15,-96.84,0,0.7811707317073171,1,1,0,67.5,0.0,0.0,0.0,20.9,41.0,0.0,0.0,2023,10,14,0
2267,Regular Season,Sat,2023-10-14,19.5,10,2,2,22,20673,Dignity Health Sports Park,33.86,-118.26,0,0.7656666666666667,1,1,0,76.8,0.0,0.0,0.0,8.5,18.4,0.0,0.0,2023,10,14,0
2268,Regular Season,Wed,2023-10-18,20.0,13,2,2,2,0,DRV PNK Stadium,26.19,-80.16,0,0.0,1,1,0,79.7,0.0,0.0,54.0,13.8,27.4,0.0,0.0,2023,10,18,0
2269,Regular Season,Sat,2023-10-21,17.0,15,0,1,18,27875,Geodis Park,36.13,-86.77,0,0.9291666666666668,1,1,0,73.1,0.0,0.0,0.0,13.5,34.6,0.0,0.0,2023,10,21,0
2270,Regular Season,Sat,2023-10-21,18.0,27,0,2,19,27556,BMO Field,43.63,-79.42,0,0.9719586610701564,1,1,0,53.6,0.0,0.0,86.0,25.5,45.4,0.0,0.0,2023,10,21,0
2271,Regular Season,Sat,2023-10-21,18.0,16,2,1,20,41355,Gillette Stadium,42.09,-71.26,0,2.06775,1,1,0,59.7,0.6,0.0,100.0,10.5,11.5,18.5,0.0,2023,10,21,0
2272,Regular Season,Sat,2023-10-21,18.0,6,2,1,14,20526,Lower.com Field,39.97,-83.02,0,1.025735845285093,1,1,0,58.1,0.0,0.0,79.0,13.3,27.4,0.1,0.0,2023,10,21,0
2273,Regular Season,Sat,2023-10-21,18.0,17,1,0,3,23260,Citi Field,40.76,-73.85,0,0.5548399408425171,1,1,0,57.3,0.5,0.0,100.0,24.6,45.7,19.700000000000003,0.0,2023,10,21,0
2274,Regular Season,Sat,2023-10-21,18.0,2,1,0,13,66101,Bank of America Stadium,33.23,-81.02,0,1.652525,1,1,0,69.8,0.0,0.0,0.0,13.9,32.8,0.6,0.0,2023,10,21,0
2275,Regular Season,Sat,2023-10-21,18.0,4,2,2,0,25513,TQL Stadium,39.11,-84.52,0,0.9812692307692308,1,1,0,65.0,0.0,0.0,25.0,13.6,29.5,0.1,0.0,2023,10,21,0
