,round,day,date,local_time,home_team,home_score,away_score,away_team,attendance,stadium,latitude,longitude,playoff,att_div_capacity,real_home_team,same_conf,rivals,temperature,rain,snow,cloudcover,windspeed,windgust,rain_sum,snow_sum,date_year,date_month,date_day,home_opener
649,Regular Season,Sat,2019-07-13,20.0,22,4,0,20,18925,Rio Tinto Stadium,40.58,-111.89,0,0.936278632563202,1,0,0,92.3,0.0,0.0,21.0,12.5,36.4,0.0,0.0,2019,7,13,0
650,Regular Season,Wed,2019-07-17,19.0,16,4,0,28,10575,Gillette Stadium,42.09,-71.26,0,0.52875,1,0,0,85.9,0.0,0.0,39.0,12.7,33.5,2.4,0.0,2019,7,17,0
651,Regular Season,Wed,2019-07-17,19.0,0,5,0,9,42557,Mercedes-Benz Stadium,33.75,-84.4,0,1.0013411764705882,1,0,0,88.6,0.0,0.0,45.0,14.8,40.7,3.0,0.0,2019,7,17,0
652,Regular Season,Wed,2019-07-17,19.0,3,2,2,6,7482,SeatGeek Stadium,41.76,-87.81,0,0.3741,1,1,0,86.0,0.0,0.0,22.0,5.9,14.8,3.6,0.0,2019,7,17,0
653,Regular Season,Wed,2019-07-17,20.0,27,3,1,18,24462,BMO Field,43.63,-79.42,0,0.8154,1,1,0,78.1,0.0,0.0,22.0,5.4,19.8,9.7,0.0,2019,7,17,0
654,Regular Season,Thu,2019-07-18,19.0,21,1,1,19,25218,Providence Park,45.52,-122.69,0,1.0,1,0,0,68.3,0.0,0.0,100.0,7.0,22.3,0.8,0.0,2019,7,18,0
655,Regular Season,Thu,2019-07-18,20.0,4,1,4,8,28774,Nippert Stadium,39.13,-84.52,0,0.8922170542635659,1,1,0,87.2,0.0,0.0,25.0,6.7,24.8,1.0,0.0,2019,7,18,0
656,Regular Season,Fri,2019-07-19,19.0,10,3,2,11,27088,Dignity Health Sports Park,33.86,-118.26,0,1.0032592592592593,1,1,1,75.4,0.0,0.0,22.0,11.8,23.0,0.0,0.0,2019,7,19,0
657,Regular Season,Sat,2019-07-20,19.5,6,2,1,14,15124,MAPFRE Stadium,40.01,-82.99,0,0.7574118589743589,1,1,0,90.4,0.0,0.0,3.0,19.4,39.6,0.0,0.0,2019,7,20,0
658,Regular Season,Sat,2019-07-20,19.5,27,1,3,9,25949,BMO Field,43.63,-79.42,0,0.8649666666666667,1,0,0,88.1,0.0,0.0,30.0,15.6,35.3,0.2,0.0,2019,7,20,0
659,Regular Season,Sat,2019-07-20,19.5,20,2,0,3,17471,Talen Energy Stadium,39.83,-75.38,0,0.9443783783783783,1,1,0,93.1,0.0,0.0,10.0,10.0,25.6,0.0,0.0,2019,7,20,0
660,Regular Season,Sun,2019-07-21,16.0,0,2,0,8,44405,Mercedes-Benz Stadium,33.75,-84.4,0,1.0448235294117647,1,1,0,80.9,0.2,0.0,33.0,9.7,25.2,0.7000000000000001,0.0,2019,7,21,0
661,Regular Season,Sun,2019-07-21,18.0,4,0,2,16,25095,Nippert Stadium,39.13,-84.52,0,0.7781395348837209,1,1,0,89.8,0.0,0.0,46.0,8.2,30.6,0.0,0.0,2019,7,21,0
662,Regular Season,Sat,2019-07-20,19.0,28,1,3,23,17558,BC Place Stadium,49.28,-123.11,0,0.7937613019891501,1,1,0,68.2,0.0,0.0,12.0,3.2,13.7,0.0,0.0,2019,7,20,0
663,Regular Season,Sat,2019-07-20,19.0,5,1,2,17,15359,Dick's Sporting Goods Park,39.81,-104.89,0,0.8503958806267649,1,0,0,84.0,0.1,0.0,28.0,14.8,45.4,0.0,0.0,2019,7,20,0
664,Regular Season,Sun,2019-07-21,19.5,19,0,1,18,22408,Exploria Stadium,28.54,-81.39,0,0.8787450980392156,1,1,0,86.7,0.0,0.0,45.0,5.6,21.2,0.2,0.0,2019,7,21,0
665,Regular Season,Sat,2019-07-20,19.5,25,0,2,7,18736,Children's Mercy Park,39.12,-94.82,0,1.0145665240699626,1,1,0,93.8,0.0,0.0,0.0,20.7,42.5,0.0,0.0,2019,7,20,0
666,Regular Season,Sat,2019-07-20,20.0,22,1,1,12,16992,Rio Tinto Stadium,40.58,-111.89,0,0.8406471082966408,1,1,0,90.2,0.0,0.0,0.0,11.4,28.4,0.0,0.0,2019,7,20,0
667,Regular Season,Sun,2019-07-21,18.5,24,1,2,21,50072,CenturyLink Field,47.6,-122.33,0,1.2702503868692765,1,1,1,74.8,0.0,0.0,0.0,3.6,13.3,0.0,0.0,2019,7,21,0
668,Regular Season,Fri,2019-07-26,19.5,17,3,1,25,20178,Yankee Stadium,40.83,-73.93,0,0.7020144035069408,1,0,0,82.8,0.0,0.0,19.0,2.5,8.6,0.0,0.0,2019,7,26,0
669,Regular Season,Sat,2019-07-27,19.0,16,4,1,19,19043,Gillette Stadium,42.09,-71.26,0,0.95215,1,1,0,79.2,0.0,0.0,36.0,9.5,25.9,0.0,0.0,2019,7,27,0
670,Regular Season,Fri,2019-07-26,19.0,11,4,3,0,22511,Banc of California Stadium,34.01,-118.28,0,1.0232272727272729,1,0,0,89.6,0.0,0.0,0.0,9.4,25.9,0.0,0.0,2019,7,26,0
671,Regular Season,Sat,2019-07-27,19.5,18,2,3,6,16126,Red Bull Arena,40.74,-74.15,0,0.64504,1,1,0,85.4,0.0,0.0,23.0,6.1,16.6,0.0,0.0,2019,7,27,0
672,Regular Season,Sat,2019-07-27,19.0,7,0,0,22,14717,Toyota Stadium,33.15,-96.84,0,0.7179024390243902,1,1,0,89.2,0.0,0.0,38.0,11.3,25.9,0.0,0.0,2019,7,27,0
673,Regular Season,Sat,2019-07-27,19.0,3,0,0,8,18232,SeatGeek Stadium,41.76,-87.81,0,0.9116,1,1,0,83.4,1.0,0.0,38.0,21.6,46.4,0.0,0.0,2019,7,27,0
674,Regular Season,Sat,2019-07-27,19.0,12,0,0,28,19845,Allianz Field,44.95,-93.16,0,1.0229381443298968,1,1,0,82.6,0.0,0.0,47.0,11.2,27.7,0.0,0.0,2019,7,27,0
675,Regular Season,Sat,2019-07-27,19.0,23,3,1,5,17762,Avaya Stadium ,37.35,-121.92,0,0.9867777777777778,1,1,0,85.6,0.0,0.0,9.0,13.6,19.1,0.0,0.0,2019,7,27,0
676,Regular Season,Sat,2019-07-27,19.0,9,0,1,24,15138,BBVA Stadium,29.75,-95.35,0,0.686873270112074,1,1,0,90.6,0.0,0.0,31.0,7.5,23.0,0.8,0.0,2019,7,27,0
677,Regular Season,Sat,2019-07-27,19.5,21,4,0,10,25218,Providence Park,45.52,-122.69,0,1.0,1,1,0,70.3,0.0,0.0,100.0,7.1,20.9,0.3,0.0,2019,7,27,0
678,Regular Season,Sat,2019-07-27,20.0,14,4,0,20,16344,Stade Saputo,45.56,-73.55,0,0.8330699831795708,1,1,0,86.7,0.0,0.0,16.0,10.1,24.8,0.0,0.0,2019,7,27,0
679,Regular Season,Sat,2019-07-27,20.0,27,2,1,4,25765,BMO Field,43.63,-79.42,0,0.8588333333333333,1,1,0,81.7,0.0,0.0,13.0,21.9,49.0,0.0,0.0,2019,7,27,0
680,Regular Season,Sat,2019-08-03,17.0,0,3,0,10,72548,Mercedes-Benz Stadium,33.75,-84.4,0,1.7070117647058825,1,0,0,81.4,0.2,0.0,99.0,4.0,18.7,6.9,0.0,2019,8,3,0
681,Regular Season,Sat,2019-08-03,18.0,18,2,0,27,20128,Red Bull Arena,40.74,-74.15,0,0.80512,1,1,0,83.9,2.0,0.0,46.0,8.8,28.8,1.2000000000000002,0.0,2019,8,3,0
682,Regular Season,Sat,2019-08-03,19.5,16,0,2,11,25515,Gillette Stadium,42.09,-71.26,0,1.27575,1,0,0,78.3,2.6,0.0,56.0,12.2,36.0,0.0,0.0,2019,8,3,0
683,Regular Season,Sat,2019-08-03,19.5,19,2,0,7,22479,Exploria Stadium,28.54,-81.39,0,0.8815294117647059,1,0,0,84.0,0.0,0.0,100.0,3.7,19.8,2.1,0.0,2019,8,3,0
684,Regular Season,Sun,2019-08-04,15.0,12,1,0,21,19726,Allianz Field,44.95,-93.16,0,1.01680412371134,1,1,0,79.3,0.0,0.0,0.0,3.4,15.5,0.2,0.0,2019,8,4,0
685,Regular Season,Sat,2019-08-03,19.0,5,6,3,14,14007,Dick's Sporting Goods Park,39.81,-104.89,0,0.77553845302032,1,0,0,88.4,0.0,0.0,10.0,4.1,18.0,1.3,0.0,2019,8,3,0
686,Regular Season,Sat,2019-08-03,19.0,23,1,1,6,17088,Avaya Stadium ,37.35,-121.92,0,0.9493333333333334,1,0,0,83.9,0.0,0.0,7.0,14.8,19.4,0.0,0.0,2019,8,3,0
687,Regular Season,Sun,2019-08-04,19.5,8,1,5,20,18697,Audi Field,38.87,-77.01,0,0.93485,1,1,0,89.6,0.0,0.0,27.0,6.9,23.4,0.0,0.0,2019,8,4,0
688,Regular Season,Sat,2019-08-03,20.0,9,0,1,3,14250,BBVA Stadium,29.75,-95.35,0,0.6465810608466809,1,0,0,92.2,0.0,0.0,80.0,3.3,19.4,0.5,0.0,2019,8,3,0
689,Regular Season,Sat,2019-08-03,20.0,4,1,2,28,27106,Nippert Stadium,39.13,-84.52,0,0.8404961240310077,1,0,0,85.3,0.0,0.0,22.0,7.1,20.9,0.0,0.0,2019,8,3,0
690,Regular Season,Sat,2019-08-03,20.0,22,3,1,17,18282,Rio Tinto Stadium,40.58,-111.89,0,0.9044674219561668,1,0,0,95.7,0.0,0.0,26.0,3.8,22.3,0.0,0.0,2019,8,3,0
691,Regular Season,Sun,2019-08-04,19.0,24,2,3,25,37722,CenturyLink Field,47.6,-122.33,0,0.9569496943098506,1,1,0,77.9,0.0,0.0,0.0,10.9,27.4,0.0,0.0,2019,8,4,0
692,Regular Season,Thu,2019-08-08,19.0,17,3,2,9,18113,Yankee Stadium,40.83,-73.93,0,0.6301708242006749,1,0,0,83.9,0.0,0.0,34.0,15.9,35.3,7.7,0.0,2019,8,8,0
693,Regular Season,Sat,2019-08-10,13.0,24,3,3,16,38826,CenturyLink Field,47.6,-122.33,0,0.9849564930617216,1,0,0,63.1,0.0,0.0,100.0,3.7,10.8,0.0,0.0,2019,8,10,0
694,Regular Season,Sat,2019-08-10,19.5,27,1,1,19,24487,BMO Field,43.63,-79.42,0,0.8162333333333334,1,1,0,74.0,0.0,0.0,50.0,22.7,42.5,0.0,0.0,2019,8,10,0
695,Regular Season,Sat,2019-08-10,19.5,6,2,2,4,20865,MAPFRE Stadium,40.01,-82.99,0,1.044921875,1,1,1,78.9,0.0,0.0,27.0,11.0,26.3,0.0,0.0,2019,8,10,0
696,Regular Season,Sun,2019-08-11,15.916666666666666,0,2,1,17,44052,Mercedes-Benz Stadium,33.75,-84.4,0,1.0365176470588235,1,1,0,87.0,0.0,0.0,58.0,5.0,21.2,0.0,0.0,2019,8,11,0
697,Regular Season,Sun,2019-08-11,18.0,20,2,1,9,18550,Talen Energy Stadium,39.83,-75.38,0,1.002702702702703,1,0,0,81.1,0.0,0.0,34.0,7.9,21.6,0.0,0.0,2019,8,11,0
698,Regular Season,Sat,2019-08-10,19.0,7,5,3,12,15168,Toyota Stadium,33.15,-96.84,0,0.7399024390243902,1,1,0,93.9,0.0,0.0,28.0,12.0,28.1,0.0,0.0,2019,8,10,0
699,Regular Season,Sat,2019-08-10,19.0,5,2,1,23,13870,Dick's Sporting Goods Park,39.81,-104.89,0,0.7679530480039864,1,1,0,81.2,0.0,0.0,44.0,17.9,39.6,0.5,0.0,2019,8,10,0
700,Regular Season,Sat,2019-08-10,19.5,25,1,2,22,18219,Children's Mercy Park,39.12,-94.82,0,0.9865706395191424,1,1,0,87.8,0.0,0.0,76.0,6.6,19.8,0.0,0.0,2019,8,10,0
701,Regular Season,Sun,2019-08-11,19.5,8,2,1,10,20006,Audi Field,38.87,-77.01,0,1.0003,1,0,0,85.3,0.0,0.0,16.0,3.6,17.3,0.0,0.0,2019,8,11,0
702,Regular Season,Sat,2019-08-10,20.0,21,3,1,28,25218,Providence Park,45.52,-122.69,0,1.0,1,1,1,74.1,0.1,0.0,100.0,3.6,18.4,0.6000000000000001,0.0,2019,8,10,0
703,Regular Season,Sat,2019-08-10,20.0,3,3,2,14,11002,SeatGeek Stadium,41.76,-87.81,0,0.5501,1,1,0,80.8,0.0,0.0,30.0,4.9,15.1,0.0,0.0,2019,8,10,0
704,Regular Season,Sun,2019-08-11,19.0,11,4,2,18,22342,Banc of California Stadium,34.01,-118.28,0,1.0155454545454543,1,0,0,80.3,0.0,0.0,1.0,9.8,25.9,0.0,0.0,2019,8,11,0
705,Regular Season,Wed,2019-08-14,19.5,19,1,0,25,22347,Exploria Stadium,28.54,-81.39,0,0.8763529411764706,1,0,0,87.8,0.7,0.0,66.0,13.6,30.2,6.6,0.0,2019,8,14,0
706,Regular Season,Wed,2019-08-14,19.0,12,1,0,5,19629,Allianz Field,44.95,-93.16,0,1.0118041237113402,1,1,0,73.0,0.0,0.0,59.0,6.4,20.2,5.9,0.0,2019,8,14,0
707,Regular Season,Wed,2019-08-14,19.5,10,2,0,7,19653,Dignity Health Sports Park,33.86,-118.26,0,0.7278888888888889,1,1,0,83.4,0.0,0.0,12.0,11.3,21.6,0.0,0.0,2019,8,14,0
708,Regular Season,Wed,2019-08-14,20.0,21,3,2,3,25218,Providence Park,45.52,-122.69,0,1.0,1,0,0,81.8,0.0,0.0,29.0,5.4,20.9,0.0,0.0,2019,8,14,0
709,Regular Season,Wed,2019-08-14,20.0,22,3,0,24,17825,Rio Tinto Stadium,40.58,-111.89,0,0.8818582100628308,1,1,0,93.1,0.0,0.0,0.0,12.0,29.9,0.0,0.0,2019,8,14,0
710,Regular Season,Sat,2019-08-17,19.0,18,1,1,16,18177,Red Bull Arena,40.74,-74.15,0,0.72708,1,1,0,84.8,0.2,0.0,22.0,6.8,20.5,0.3,0.0,2019,8,17,0
711,Regular Season,Sat,2019-08-17,19.5,4,1,4,17,27273,Nippert Stadium,39.13,-84.52,0,0.8456744186046512,1,1,0,85.8,0.0,0.0,34.0,4.7,21.6,0.0,0.0,2019,8,17,0
712,Regular Season,Sat,2019-08-17,19.5,6,2,2,27,17494,MAPFRE Stadium,40.01,-82.99,0,0.8761017628205128,1,1,1,84.1,0.0,0.0,51.0,11.8,34.2,0.0,0.0,2019,8,17,0
713,Regular Season,Sat,2019-08-17,19.5,14,3,3,7,17509,Stade Saputo,45.56,-73.55,0,0.8924511952698915,1,0,0,78.1,0.0,0.0,89.0,7.7,31.7,2.3000000000000003,0.0,2019,8,17,0
714,Regular Season,Sat,2019-08-17,19.0,10,2,2,24,26213,Dignity Health Sports Park,33.86,-118.26,0,0.970851851851852,1,1,0,74.9,0.0,0.0,8.0,12.3,24.1,0.0,0.0,2019,8,17,0
715,Regular Season,Sat,2019-08-17,19.0,28,1,0,8,22120,BC Place Stadium,49.28,-123.11,0,1.0,1,0,0,67.2,0.0,0.0,100.0,9.2,24.1,0.2,0.0,2019,8,17,0
716,Regular Season,Sat,2019-08-17,19.0,3,2,0,20,14883,SeatGeek Stadium,41.76,-87.81,0,0.74415,1,1,0,78.4,0.0,0.0,89.0,10.7,25.2,1.5,0.0,2019,8,17,0
717,Regular Season,Sat,2019-08-17,19.0,12,1,1,19,19738,Allianz Field,44.95,-93.16,0,1.0174226804123712,1,0,0,80.3,0.0,0.0,0.0,10.3,24.1,0.0,0.0,2019,8,17,0
718,Regular Season,Sat,2019-08-17,19.5,25,2,1,23,17941,Children's Mercy Park,39.12,-94.82,0,0.9715167596252776,1,1,0,87.8,0.0,0.0,7.0,12.1,30.6,39.6,0.0,2019,8,17,0
719,Regular Season,Sat,2019-08-17,20.0,9,2,2,5,15458,BBVA Stadium,29.75,-95.35,0,0.7013929851626662,1,1,0,94.0,0.1,0.0,41.0,14.6,33.8,0.7000000000000001,0.0,2019,8,17,0
720,Regular Season,Sat,2019-08-17,20.0,22,0,2,11,18213,Rio Tinto Stadium,40.58,-111.89,0,0.9010537772720526,1,1,0,87.3,0.0,0.0,5.0,8.7,24.8,0.0,0.0,2019,8,17,0
721,Regular Season,Sun,2019-08-18,19.0,21,0,2,0,25218,Providence Park,45.52,-122.69,0,1.0,1,0,0,72.1,0.0,0.0,21.0,5.9,22.3,0.0,0.0,2019,8,18,0
722,Regular Season,Wed,2019-08-21,19.0,17,1,0,6,19828,Yankee Stadium,40.83,-73.93,0,0.6898375256584212,1,1,0,86.3,0.0,0.0,18.0,15.0,42.5,0.5,0.0,2019,8,21,0
723,Regular Season,Wed,2019-08-21,19.5,11,4,0,23,22110,Banc of California Stadium,34.01,-118.28,0,1.005,1,1,0,87.2,0.0,0.0,1.0,9.5,25.9,0.0,0.0,2019,8,21,0
724,Regular Season,Wed,2019-08-21,20.0,8,1,2,18,18302,Audi Field,38.87,-77.01,0,0.9151,1,1,1,90.4,0.1,0.0,25.0,9.8,32.0,0.0,0.0,2019,8,21,0
725,Regular Season,Thu,2019-08-22,20.5,25,1,0,12,17083,Children's Mercy Park,39.12,-94.82,0,0.9250555044132778,1,1,0,76.4,0.6,0.0,100.0,7.7,19.8,23.4,0.0,2019,8,22,0
726,Regular Season,Fri,2019-08-23,19.0,21,1,2,24,25218,Providence Park,45.52,-122.69,0,1.0,1,1,1,73.7,0.0,0.0,23.0,5.6,22.0,0.0,0.0,2019,8,23,0
727,Regular Season,Sat,2019-08-24,19.0,17,2,1,18,28895,Yankee Stadium,40.83,-73.93,0,1.005288244094214,1,1,1,74.3,0.0,0.0,58.0,9.4,22.3,0.0,0.0,2019,8,24,0
728,Regular Season,Sat,2019-08-24,19.5,16,2,1,3,16236,Gillette Stadium,42.09,-71.26,0,0.8118,1,1,0,71.5,0.0,0.0,94.0,12.5,32.8,0.0,0.0,2019,8,24,0
729,Regular Season,Sat,2019-08-24,19.5,27,2,1,14,28989,BMO Field,43.63,-79.42,0,0.9663,1,1,1,69.0,0.0,0.0,81.0,9.4,25.9,0.0,0.0,2019,8,24,0
730,Regular Season,Sat,2019-08-24,19.5,20,3,1,8,18781,Talen Energy Stadium,39.83,-75.38,0,1.015189189189189,1,1,0,74.5,0.0,0.0,30.0,7.9,20.5,0.0,0.0,2019,8,24,0
731,Regular Season,Fri,2019-08-23,20.0,19,0,1,0,23014,Exploria Stadium,28.54,-81.39,0,0.9025098039215688,1,1,0,82.9,3.7,0.0,70.0,12.1,29.2,2.3000000000000003,0.0,2019,8,23,0
732,Regular Season,Sun,2019-08-25,18.0,4,1,3,6,30611,Nippert Stadium,39.13,-84.52,0,0.9491782945736434,1,1,1,79.7,0.0,0.0,82.0,14.7,31.7,0.0,0.0,2019,8,25,0
733,Regular Season,Sat,2019-08-24,19.0,23,3,1,28,17458,Avaya Stadium ,37.35,-121.92,0,0.9698888888888888,1,1,0,83.2,0.0,0.0,7.0,14.6,20.2,0.0,0.0,2019,8,24,0
734,Regular Season,Sat,2019-08-24,20.0,22,2,0,5,20384,Rio Tinto Stadium,40.58,-111.89,0,1.0084599020432394,1,1,1,91.0,0.0,0.0,0.0,9.2,27.7,0.0,0.0,2019,8,24,0
735,Regular Season,Sun,2019-08-25,19.0,7,5,1,9,15452,Toyota Stadium,33.15,-96.84,0,0.7537560975609756,1,1,1,92.8,0.0,0.0,33.0,7.7,19.8,0.2,0.0,2019,8,25,0
736,Regular Season,Sun,2019-08-25,19.5,11,3,3,10,22757,Banc of California Stadium,34.01,-118.28,0,1.0344090909090908,1,1,1,87.4,0.0,0.0,3.0,8.5,23.8,0.0,0.0,2019,8,25,0
737,Regular Season,Wed,2019-08-28,20.0,14,2,1,28,14513,Stade Saputo,45.56,-73.55,0,0.7397420867526378,1,0,0,68.6,1.8,0.0,100.0,5.7,7.6,6.0,0.0,2019,8,28,0
738,Regular Season,Sat,2019-08-31,19.0,18,0,2,5,17089,Red Bull Arena,40.74,-74.15,0,0.68356,1,0,0,79.7,0.0,0.0,25.0,6.9,18.4,0.0,0.0,2019,8,31,0
739,Regular Season,Sat,2019-08-31,19.5,6,1,1,3,16438,MAPFRE Stadium,40.01,-82.99,0,0.8232171474358975,1,1,0,77.7,0.0,0.0,80.0,10.2,25.6,0.0,0.0,2019,8,31,0
740,Regular Season,Sat,2019-08-31,19.5,16,1,1,27,16588,Gillette Stadium,42.09,-71.26,0,0.8294,1,1,0,77.5,0.0,0.0,27.0,10.3,27.4,0.0,0.0,2019,8,31,0
741,Regular Season,Sat,2019-08-31,19.5,20,3,1,0,18510,Talen Energy Stadium,39.83,-75.38,0,1.0005405405405403,1,1,0,82.9,0.0,0.0,13.0,6.6,22.3,0.0,0.0,2019,8,31,0
742,Regular Season,Sat,2019-08-31,19.5,14,0,3,8,18285,Stade Saputo,45.56,-73.55,0,0.9320046893317704,1,1,0,69.2,0.0,0.0,100.0,17.6,36.0,0.0,0.0,2019,8,31,0
743,Regular Season,Sun,2019-09-01,15.5,24,4,3,10,46673,CenturyLink Field,47.6,-122.33,0,1.1840229331033258,1,1,0,63.6,0.0,0.0,44.0,7.1,17.6,0.0,0.0,2019,9,1,0
744,Regular Season,Sat,2019-08-31,19.0,7,3,1,4,15811,Toyota Stadium,33.15,-96.84,0,0.7712682926829268,1,0,0,84.4,0.0,0.0,74.0,1.9,22.3,0.4,0.0,2019,8,31,0
745,Regular Season,Sat,2019-08-31,19.0,28,1,3,17,17512,BC Place Stadium,49.28,-123.11,0,0.7916817359855335,1,0,0,69.9,0.0,0.0,88.0,5.6,18.0,0.0,0.0,2019,8,31,0
746,Regular Season,Sat,2019-08-31,19.5,23,3,0,19,17323,Avaya Stadium ,37.35,-121.92,0,0.9623888888888888,1,0,0,85.4,0.0,0.0,1.0,11.4,15.1,0.0,0.0,2019,8,31,0
747,Regular Season,Sat,2019-08-31,19.5,25,1,0,9,18917,Children's Mercy Park,39.12,-94.82,0,1.0243677911951048,1,1,0,73.6,0.0,0.0,100.0,10.5,24.5,0.0,0.0,2019,8,31,0
748,Regular Season,Sat,2019-08-31,19.5,21,1,0,22,25218,Providence Park,45.52,-122.69,0,1.0,1,1,0,76.7,0.0,0.0,27.0,6.4,22.7,0.0,0.0,2019,8,31,0
749,Regular Season,Sun,2019-09-01,19.5,11,0,2,12,22143,Banc of California Stadium,34.01,-118.28,0,1.0065,1,1,0,86.7,0.0,0.0,16.0,9.6,25.2,0.0,0.0,2019,9,1,0
750,Regular Season,Sat,2019-09-07,15.5,17,2,1,16,21236,Yankee Stadium,40.83,-73.93,0,0.7388233656890373,1,1,0,67.7,0.0,0.0,2.0,12.5,25.9,2.7,0.0,2019,9,7,0
751,Regular Season,Sat,2019-09-07,19.5,4,1,5,27,25339,Nippert Stadium,39.13,-84.52,0,0.7857054263565891,1,1,0,73.3,0.0,0.0,76.0,7.6,20.2,0.6,0.0,2019,9,7,0
752,Regular Season,Sat,2019-09-07,19.5,19,2,2,11,22371,Exploria Stadium,28.54,-81.39,0,0.8772941176470588,1,0,0,88.7,0.0,0.0,16.0,3.3,14.8,0.0,0.0,2019,9,7,0
753,Regular Season,Sat,2019-09-07,19.0,5,2,0,24,16607,Dick's Sporting Goods Park,39.81,-104.89,0,0.9194950445711756,1,1,0,83.7,0.0,0.0,14.0,8.9,27.7,0.0,0.0,2019,9,7,0
754,Regular Season,Sat,2019-09-07,19.5,21,2,1,25,25218,Providence Park,45.52,-122.69,0,1.0,1,1,0,69.2,0.0,0.0,100.0,5.4,17.6,0.0,0.0,2019,9,7,0
755,Regular Season,Wed,2019-09-11,19.0,17,1,1,27,19267,Yankee Stadium,40.83,-73.93,0,0.6703197300212226,1,1,0,86.8,0.0,0.0,53.0,11.7,25.9,0.0,0.0,2019,9,11,0
756,Regular Season,Wed,2019-09-11,19.0,5,2,1,10,10945,Dick's Sporting Goods Park,39.81,-104.89,0,0.6060018825092741,1,1,0,77.3,0.0,0.0,38.0,10.7,27.7,0.0,0.0,2019,9,11,0
757,Regular Season,Wed,2019-09-11,19.5,9,2,0,12,13566,BBVA Stadium,29.75,-95.35,0,0.6155451699260402,1,1,0,91.4,0.0,0.0,50.0,14.2,30.2,2.2,0.0,2019,9,11,0
758,Regular Season,Wed,2019-09-11,19.5,22,1,0,23,17196,Rio Tinto Stadium,40.58,-111.89,0,0.8507396230148914,1,1,0,58.9,1.5,0.0,66.0,3.8,29.9,22.8,0.0,2019,9,11,0
759,Regular Season,Sat,2019-09-14,12.5,17,2,1,23,20679,Yankee Stadium,40.83,-73.93,0,0.7194447343701075,1,0,0,65.4,0.0,0.0,100.0,6.5,19.8,0.0,0.0,2019,9,14,0
760,Regular Season,Sat,2019-09-14,14.5,3,4,0,7,12874,SeatGeek Stadium,41.76,-87.81,0,0.6437,1,0,1,64.1,0.0,0.0,0.0,7.4,16.9,0.0,0.0,2019,9,14,0
761,Regular Season,Sat,2019-09-14,19.0,0,1,3,6,68046,Mercedes-Benz Stadium,33.75,-84.4,0,1.6010823529411764,1,1,0,83.6,0.0,0.0,95.0,10.8,32.4,0.3,0.0,2019,9,14,0
762,Regular Season,Sat,2019-09-14,19.5,14,0,1,4,17159,Stade Saputo,45.56,-73.55,0,0.874611346144044,1,1,0,72.1,0.0,0.0,76.0,28.1,49.7,6.0,0.0,2019,9,14,0
763,Regular Season,Sat,2019-09-14,19.5,20,1,1,11,19145,Talen Energy Stadium,39.83,-75.38,0,1.0348648648648648,1,0,0,76.9,0.0,0.0,100.0,13.8,34.2,0.0,0.0,2019,9,14,0
764,Regular Season,Sat,2019-09-14,19.5,19,3,3,16,22419,Exploria Stadium,28.54,-81.39,0,0.8791764705882353,1,1,0,87.1,0.0,0.0,69.0,26.0,48.6,0.6,0.0,2019,9,14,0
765,Regular Season,Sun,2019-09-15,12.5,21,0,1,8,25218,Providence Park,45.52,-122.69,0,1.0,1,0,0,59.6,0.1,0.0,100.0,13.0,30.6,0.0,0.0,2019,9,15,0
766,Regular Season,Sun,2019-09-15,15.0,24,4,2,18,37722,CenturyLink Field,47.6,-122.33,0,0.9569496943098506,1,0,0,58.2,1.4,0.0,100.0,15.2,29.2,6.4,0.0,2019,9,15,0
767,Regular Season,Sun,2019-09-15,16.5,12,3,1,22,19635,Allianz Field,44.95,-93.16,0,1.0121134020618556,1,1,0,72.7,0.0,0.0,100.0,4.1,10.8,0.0,0.0,2019,9,15,0
768,Regular Season,Sun,2019-09-15,17.0,27,3,2,5,24810,BMO Field,43.63,-79.42,0,0.827,1,0,0,65.1,1.1,0.0,100.0,6.2,20.9,0.1,0.0,2019,9,15,0
769,Regular Season,Sat,2019-09-14,19.0,28,2,1,9,17382,BC Place Stadium,49.28,-123.11,0,0.7858047016274864,1,1,0,59.7,0.4,0.0,100.0,16.1,29.5,7.8,0.0,2019,9,14,0
770,Regular Season,Sun,2019-09-15,19.0,10,7,2,25,22465,Dignity Health Sports Park,33.86,-118.26,0,0.832037037037037,1,1,0,83.9,0.0,0.0,30.0,9.3,18.7,0.0,0.0,2019,9,15,0
771,Regular Season,Wed,2019-09-18,19.5,4,0,2,0,24774,Nippert Stadium,39.13,-84.52,0,0.7681860465116279,1,1,0,84.2,0.0,0.0,10.0,11.2,30.6,0.0,0.0,2019,9,18,0
772,Regular Season,Wed,2019-09-18,19.5,24,0,0,7,37722,CenturyLink Field,47.6,-122.33,0,0.9569496943098506,1,1,0,61.9,0.1,0.0,59.0,7.4,19.1,6.1000000000000005,0.0,2019,9,18,0
773,Regular Season,Wed,2019-09-18,19.5,21,0,2,18,25218,Providence Park,45.52,-122.69,0,1.0,1,0,0,58.6,1.0,0.0,100.0,5.2,19.4,9.1,0.0,2019,9,18,0
774,Regular Season,Sat,2019-09-21,14.0,28,1,1,6,16683,BC Place Stadium,49.28,-123.11,0,0.7542043399638336,1,0,0,55.3,0.0,0.0,95.0,4.1,10.1,0.0,0.0,2019,9,21,0
